"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Family"
"LASQ","LASQE","LASQE","Lappula squarrosa var. erecta","",""
"LAPSA","","LAPSA","Lapsana","nipplewort","Asteraceae"
"LACO3","","LACO3","Lapsana communis","common nipplewort","Asteraceae"
"LATHY","","LATHY","Lathyrus","pea","Fabaceae"
"LABR","","LABR","Lathyrus brachycalyx","Bonneville pea","Fabaceae"
"LABRZ2","","LABRZ2","Lathyrus brachycalyx ssp. zionis","bush pea","Fabaceae"
"LABRZ2","LABRZ","LABRZ","Lathyrus brachycalyx var. zionis","",""
"LABRZ2","LAZI3","LAZI3","Lathyrus zionis","",""
"LAEU","","LAEU","Lathyrus eucosmus","bush vetchling","Fabaceae"
"LAEU","LABRE","LABRE","Lathyrus brachycalyx var. eucosmus","",""
"LAEU","LABRE2","LABRE2","Lathyrus brachycalyx ssp. eucosmus","",""
"LALA6","","LALA6","Lathyrus laetivirens","aspen pea","Fabaceae"
"LALA6","LALAL","LALAL","Lathyrus lanszwertii var. laetivirens","",""
"LALA6","LALAP","LALAP","Lathyrus lanszwertii var. pallescens","",""
"LALA6","LALEL","LALEL","Lathyrus leucanthus var. laetivirens","",""
"LALA3","","LALA3","Lathyrus lanszwertii","Nevada pea","Fabaceae"
"LALAL2","","LALAL2","Lathyrus lanszwertii var. lanszwertii","Lanszwert's pea","Fabaceae"
"LALAL3","","LALAL3","Lathyrus lanszwertii var. leucanthus","Nevada pea","Fabaceae"
"LALAL3","LAAR6","LAAR6","Lathyrus arizonicus","",""
"LALAL3","LALAA3","LALAA3","Lathyrus lanszwertii var. arizonicus","",""
"LALAL3","LALE2","LALE2","Lathyrus leucanthus","",""
"LALA4","","LALA4","Lathyrus latifolius","perennial pea","Fabaceae"
"LALA4","LALAS2","LALAS2","Lathyrus latifolius var. splendens","",""
"LAPA5","","LAPA5","Lathyrus pauciflorus","fewflower pea","Fabaceae"
"LAPAU","","LAPAU","Lathyrus pauciflorus var. utahensis","Utah pea","Fabaceae"
"LAPAU","LAPAU2","LAPAU2","Lathyrus pauciflorus ssp. utahensis","",""
"LAPO2","","LAPO2","Lathyrus polymorphus","manystem pea","Fabaceae"
"LAPOI","","LAPOI","Lathyrus polymorphus ssp. incanus","hoary pea","Fabaceae"
"LAPOI","LAIN11","LAIN11","Lathyrus incanus","",""
"LAPOI","LAPOI2","LAPOI2","Lathyrus polymorphus var. incanus","",""
"LAPOI","LASTI2","LASTI2","Lathyrus stipulaceus var. incanus","",""
"LAPOP","","LAPOP","Lathyrus polymorphus ssp. polymorphus","manystem pea","Fabaceae"
"LAPOP2","","LAPOP2","Lathyrus polymorphus ssp. polymorphus var. polymorphus","manystem pea","Fabaceae"
"LAPOP2","LADE4","LADE4","Lathyrus decaphyllus","",""
"LAPOP2","LAST11","LAST11","Lathyrus stipulaceus","",""
"LASY","","LASY","Lathyrus sylvestris","flat pea","Fabaceae"
"LECAN4","","LECAN4","Lecanora","rim lichen","Lecanoraceae"
"LEERS","","LEERS","Leersia","cutgrass","Poaceae"
"LEOR","","LEOR","Leersia oryzoides","rice cutgrass","Poaceae"
"LEOR","HOOR3","HOOR3","Homalocenchrus oryzoides","",""
"LEOR","PHOR5","PHOR5","Phalaris oryzoides","",""
"LEMNA","","LEMNA","Lemna","duckweed","Lemnaceae"
"LEGI","","LEGI","Lemna gibba","swollen duckweed","Lemnaceae"
"LEMI3","","LEMI3","Lemna minor","common duckweed","Lemnaceae"
"LEMI3","LECY4","LECY4","Lemna cyclostasa","",""
"LEMI3","LEMI2","LEMI2","Lemna minima","",""
"LEMI6","","LEMI6","Lemna minuta","least duckweed","Lemnaceae"
"LEMI6","LEMI10","LEMI10","Lemna minima","",""
"LEMI6","LEMI9","LEMI9","Lemna minuscula","",""
"LEMI6","LEVAA","LEVAA","Lemna valdiviana var. abbreviata","",""
"LEMI6","LEVAM","LEVAM","Lemna valdiviana var. minima","",""
"LETR","","LETR","Lemna trisulca","star duckweed","Lemnaceae"
"LETU2","","LETU2","Lemna turionifera","turion duckweed","Lemnaceae"
"LEVA","","LEVA","Lemna valdiviana","valdivia duckweed","Lemnaceae"
"LEVA","LECY5","LECY5","Lemna cyclostasa","",""
"LEVA","LETO3","LETO3","Lemna torreyi","",""
"LEONU","","LEONU","Leonurus","motherwort","Lamiaceae"
"LECA2","","LECA2","Leonurus cardiaca","common motherwort","Lamiaceae"
"LECAC7","","LECAC7","Leonurus cardiaca ssp. cardiaca","common motherwort","Lamiaceae"
"LEPID","","LEPID","Lepidium","pepperweed","Brassicaceae"
"LEAL4","","LEAL4","Lepidium alyssoides","mesa pepperwort","Brassicaceae"
"LEALA3","","LEALA3","Lepidium alyssoides var. alyssoides","mesa pepperwort","Brassicaceae"
"LEALA3","LEMOA2","LEMOA2","Lepidium montanum var. alyssoides","",""
"LEALA3","LEMOA4","LEMOA4","Lepidium montanum ssp. alyssoides","",""
"LEALE","","LEALE","Lepidium alyssoides var. eastwoodiae","mesa pepperwort","Brassicaceae"
"LEALE","LEMOE","LEMOE","Lepidium montanum var. eastwoodiae","",""
"LECA5","","LECA5","Lepidium campestre","field pepperweed","Brassicaceae"
"LECA5","NECA5","NECA5","Neolepia campestris","",""
"LECA5","THCA2","THCA2","Thlaspi campestre","",""
"LECR12","","LECR12","Lepidium crenatum","alkali pepperweed","Brassicaceae"
"LECR12","LEMOS","LEMOS","Lepidium montanum var. spathulatum","",""
"LEDE","","LEDE","Lepidium densiflorum","common pepperweed","Brassicaceae"
"LEDE","LEDED","LEDED","Lepidium densiflorum var. densiflorum","",""
"LEDE","LEDEE","LEDEE","Lepidium densiflorum var. elongatum","",""
"LEDE","LEDEM","LEDEM","Lepidium densiflorum var. macrocarpum","",""
"LEDE","LEDEP","LEDEP","Lepidium densiflorum var. pubecarpum","",""
"LEDE","LEDER","LEDER","Lepidium densiflorum var. ramosum","",""
"LEDE","LEDET","LEDET","Lepidium densiflorum var. typicum","",""
"LEDE","LEEL4","LEEL4","Lepidium elongatum","",""
"LEDE","LENE7","LENE7","Lepidium neglectum","",""
"LEDE","LEPU6","LEPU6","Lepidium pubecarpum","",""
"LEDE","LERA6","LERA6","Lepidium ramosum","",""
"LEDE","LETE7","LETE7","Lepidium texanum","",""
"LEIN5","","LEIN5","Lepidium integrifolium","thickleaf pepperweed","Brassicaceae"
"LEINH","","LEINH","Lepidium integrifolium var. heterophyllum","thickleaf pepperweed","Brassicaceae"
"LEINH","LECAH","LECAH","Lepidium campestre var. heterophyllum","",""
"LEINH","LEMOH","LEMOH","Lepidium montanum var. heterophyllum","",""
"LELA","","LELA","Lepidium lasiocarpum","shaggyfruit pepperweed","Brassicaceae"
"LELAL","","LELAL","Lepidium lasiocarpum var. lasiocarpum","shaggyfruit pepperweed","Brassicaceae"
"LELAL","LELAG","LELAG","Lepidium lasiocarpum var. georginum","",""
"LELAL","LELAR","LELAR","Lepidium lasiocarpum var. rotundum","",""
"LELAL","LELAT","LELAT","Lepidium lasiocarpum var. typicum","",""
"LELA2","","LELA2","Lepidium latifolium","broadleaved pepperweed","Brassicaceae"
"LELA2","CALA80","CALA80","Cardaria latifolia","",""
"LEMO2","","LEMO2","Lepidium montanum","mountain pepperweed","Brassicaceae"
"LEMOC6","","LEMOC6","Lepidium montanum var. coloradense","mountain pepperweed","Brassicaceae"
"LEMOJ","","LEMOJ","Lepidium montanum var. jonesii","Jones' pepperweed","Brassicaceae"
"LEMOJ","LEJO","LEJO","Lepidium jonesii","",""
"LEMOM","","LEMOM","Lepidium montanum var. montanum","mountain pepperweed","Brassicaceae"
"LEMOT","","LEMOT","Lepidium montanum var. tenellum","mountain pepperweed","Brassicaceae"
"LEMOW","","LEMOW","Lepidium montanum var. wyomingense","mountain pepperweed","Brassicaceae"
"LEPE2","","LEPE2","Lepidium perfoliatum","clasping pepperweed","Brassicaceae"
"LERA2","","LERA2","Lepidium ramosissimum","manybranched pepperweed","Brassicaceae"
"LERAB2","","LERAB2","Lepidium ramosissimum var. bourgeauanum","Bourgeau's pepperweed","Brassicaceae"
"LERAB2","LEBO","LEBO","Lepidium bourgeauanum","",""
"LERAB2","LEDEB2","LEDEB2","Lepidium densiflorum var. bourgeauanum","",""
"LERAD2","","LERAD2","Lepidium ramosissimum var. divergens","manybranched pepperweed","Brassicaceae"
"LERAD2","LEDI5","LEDI5","Lepidium divergens","",""
"LERAR3","","LERAR3","Lepidium ramosissimum var. ramosissimum","manybranched pepperweed","Brassicaceae"
"LESA2","","LESA2","Lepidium sativum","gardencress pepperweed","Brassicaceae"
"LEST2","","LEST2","Lepidium strictum","upright pepperweed","Brassicaceae"
"LEST2","LEPU7","LEPU7","Lepidium pubescens","",""
"LEVI3","","LEVI3","Lepidium virginicum","Virginia pepperweed","Brassicaceae"
"LEVIM","","LEVIM","Lepidium virginicum var. medium","intermediate pepperweed","Brassicaceae"
"LEVIM","LEID","LEID","Lepidium idahoense","",""
"LEVIM","LEME3","LEME3","Lepidium medium","",""
"LEVIP","","LEVIP","Lepidium virginicum var. pubescens","hairy pepperweed","Brassicaceae"
"LEVIP","LEMEP","LEMEP","Lepidium medium var. pubescens","",""
"LEPTO","","LEPTO","Leptochloa","sprangletop","Poaceae"
"LEDU","","LEDU","Leptochloa dubia","green sprangletop","Poaceae"
"LEDU","CHDU2","CHDU2","Chloris dubia","",""
"LEDU","DIDU","DIDU","Diplachne dubia","",""
"LEFU21","","LEFU21","Leptochloa fusca","Malabar sprangletop","Poaceae"
"LEFU21","DIFU7","DIFU7","Diplachne fusca","",""
"LEFUF","","LEFUF","Leptochloa fusca ssp. fascicularis","bearded sprangletop","Poaceae"
"LEFUF","DIAC3","DIAC3","Diplachne acuminata","",""
"LEFUF","DIFA4","DIFA4","Diplachne fascicularis","",""
"LEFUF","DIMA10","DIMA10","Diplachne maritima","",""
"LEFUF","LEAC2","LEAC2","Leptochloa acuminata","",""
"LEFUF","LEFA","LEFA","Leptochloa fascicularis","",""
"LEFUF","LEFAA","LEFAA","Leptochloa fascicularis var. acuminata","",""
"LEFUF","LEFAM","LEFAM","Leptochloa fascicularis var. maritima","",""
"LEFUF","LEFUF2","LEFUF2","Leptochloa fusca var. fascicularis","",""
"LEFUU","","LEFUU","Leptochloa fusca ssp. uninervia","Mexican sprangletop","Poaceae"
"LEFUU","DIUN5","DIUN5","Diplachne uninervia","",""
"LEFUU","LEUN2","LEUN2","Leptochloa uninervia","",""
"LEFUU","MEUN4","MEUN4","Megastachya uninervia","",""
"LEPA6","","LEPA6","Leptochloa panicea","mucronate sprangletop","Poaceae"
"LEPA6","DIPA26","DIPA26","Dinebra panicea","",""
"LEPAB","","LEPAB","Leptochloa panicea ssp. brachiata","mucronate sprangeltop","Poaceae"
"LEPAB","FEFI2","FEFI2","Festuca filiformis","",""
"LEPAB","LEBR17","LEBR17","Leptochloa brachiata","",""
"LEPAB","LEFI","LEFI","Leptochloa filiformis","",""
"LEPAB","LEFIP","LEFIP","Leptochloa filiformis var. pulchella","",""
"LEPTO22","","LEPTO22","Leptosiphon","leptosiphon","Polemoniaceae"
"LENU8","","LENU8","Leptosiphon nuttallii","Nuttall's linanthus","Polemoniaceae"
"LENUN","","LENUN","Leptosiphon nuttallii ssp. nuttallii","Nuttall's linanthus","Polemoniaceae"
"LENUN","GINU","GINU","Gilia nuttallii","",""
"LENUN","LENU5","LENU5","Leptodactylon nuttallii","",""
"LENUN","LENUT2","LENUT2","Leptosiphon nuttallii ssp. tenuilobus","",""
"LENUN","LINU3","LINU3","Linanthus nuttallii","",""
"LENUN","LINU4","LINU4","Linanthastrum nuttallii","",""
"LENUN","LINUN","LINUN","Linanthus nuttallii ssp. nuttallii","",""
"LENUN","LINUT","LINUT","Linanthus nuttallii ssp. tenuilobus","",""
"LESE17","","LESE17","Leptosiphon septentrionalis","northern linanthus","Polemoniaceae"
"LESE17","GISE2","GISE2","Gilia septentrionalis","",""
"LESE17","LIHAS","LIHAS","Linanthus harknessii var. septentrionalis","",""
"LESE17","LISE","LISE","Linanthus septentrionalis","",""
"LESQU","","LESQU","Lesquerella","bladderpod","Brassicaceae"
"LEAL","","LEAL","Lesquerella alpina","alpine bladderpod","Brassicaceae"
"LEALA5","","LEALA5","Lesquerella alpina var. alpina","alpine bladderpod","Brassicaceae"
"LEALA5","LEALL","LEALL","Lesquerella alpina var. laevis","",""
"LEALA5","VEAL9","VEAL9","Vesicaria alpina","",""
"LEAR6","","LEAR6","Lesquerella arenosa","Great Plains bladderpod","Brassicaceae"
"LEARA","","LEARA","Lesquerella arenosa var. argillosa","Great Plains bladderpod","Brassicaceae"
"LECA9","","LECA9","Lesquerella calcicola","Rocky Mountain bladderpod","Brassicaceae"
"LECO2","","LECO2","Lesquerella condensata","dense bladderpod","Brassicaceae"
"LECO2","LEALC","LEALC","Lesquerella alpina ssp. condensata","",""
"LECO2","LEALC2","LEALC2","Lesquerella alpina var. condensata","",""
"LECO10","","LECO10","Lesquerella congesta","Dudley Bluffs bladderpod","Brassicaceae"
"LECO10","PHCO4","PHCO4","Physaria congesta","",""
"LEFE","","LEFE","Lesquerella fendleri","Fendler's bladderpod","Brassicaceae"
"LEFE","LEFO4","LEFO4","Lesquerella foliacea","",""
"LEFE","LEPR6","LEPR6","Lesquerella praecox","",""
"LELU","","LELU","Lesquerella ludoviciana","foothill bladderpod","Brassicaceae"
"LEMO3","","LEMO3","Lesquerella montana","mountain bladderpod","Brassicaceae"
"LEOV","","LEOV","Lesquerella ovalifolia","roundleaf bladderpod","Brassicaceae"
"LEOVO","","LEOVO","Lesquerella ovalifolia ssp. ovalifolia","roundleaf bladderpod","Brassicaceae"
"LEOVO","LEENO","LEENO","Lesquerella engelmannii ssp. ovalifolia","",""
"LEPA10","","LEPA10","Lesquerella parviflora","Piceance bladderpod","Brassicaceae"
"LEPA7","","LEPA7","Lesquerella parvula","pygmy bladderpod","Brassicaceae"
"LEPA7","LEALP","LEALP","Lesquerella alpina ssp. parvula","",""
"LEPA7","LEALP2","LEALP2","Lesquerella alpina var. parvula","",""
"LEPR2","","LEPR2","Lesquerella pruinosa","Pagosa Springs bladderpod","Brassicaceae"
"LESU","","LESU","Lesquerella subumbellata","parasol bladderpod","Brassicaceae"
"LESU","LEALS2","LEALS2","Lesquerella alpina ssp. subumbellata","",""
"LEVI22","","LEVI22","Lesquerella vicina","Uncompahgre bladderpod","Brassicaceae"
"LEUCA4","","LEUCA4","Leucanthemum","daisy","Asteraceae"
"LEMA8","","LEMA8","Leucanthemum maximum","max chrysanthemum","Asteraceae"
"LEMA8","CHMA12","CHMA12","Chrysanthemum maximum","",""
"LEVU","","LEVU","Leucanthemum vulgare","oxeye daisy","Asteraceae"
"LEVU","CHLE80","CHLE80","Chrysanthemum leucanthemum","",""
"LEVU","CHLEB","CHLEB","Chrysanthemum leucanthemum var. boecheri","",""
"LEVU","CHLEP","CHLEP","Chrysanthemum leucanthemum var. pinnatifidum","",""
"LEVU","LELE12","LELE12","Leucanthemum leucanthemum","",""
"LEVU","LEVUP","LEVUP","Leucanthemum vulgare var. pinnatifidum","",""
"LEUCO","","LEUCO","Leucocrinum","starlily","Liliaceae"
"LEMO4","","LEMO4","Leucocrinum montanum","common starlily","Liliaceae"
"LEUCO12","","LEUCO12","Leucopoa","spike fescue","Poaceae"
"LEKI2","","LEKI2","Leucopoa kingii","spike fescue","Poaceae"
"LEKI2","FECO5","FECO5","Festuca confinis","",""
"LEKI2","FEKI2","FEKI2","Festuca kingii","",""
"LEKI2","HEKI","HEKI","Hesperochloa kingii","",""
"LEKI2","POKI","POKI","Poa kingii","",""
"LEVIS","","LEVIS","Levisticum","levisticum","Apiaceae"
"LEOF","","LEOF","Levisticum officinale","garden lovage","Apiaceae"
"LEOF","HILE3","HILE3","Hipposelinum levisticum","",""
"LEOF","LEPA13","LEPA13","Levisticum paludapifolium","",""
"LEWIS","","LEWIS","Lewisia","lewisia","Portulacaceae"
"LENE5","","LENE5","Lewisia nevadensis","Nevada lewisia","Portulacaceae"
"LENE5","LEPYN","LEPYN","Lewisia pygmaea var. nevadensis","",""
"LENE5","ORNE2","ORNE2","Oreobroma nevadense","",""
"LEPY2","","LEPY2","Lewisia pygmaea","alpine lewisia","Portulacaceae"
"LEPY2","LEMI11","LEMI11","Lewisia minima","",""
"LEPY2","LEPYA","LEPYA","Lewisia pygmaea var. aridorum","",""
"LEPY2","LESI3","LESI3","Lewisia sierrae","",""
"LEPY2","ORPY2","ORPY2","Oreobroma pygmaeum","",""
"LEPY2","TAPY","TAPY","Talinum pygmaeum","",""
"LERE7","","LERE7","Lewisia rediviva","bitter root","Portulacaceae"
"LERER","","LERER","Lewisia rediviva var. rediviva","bitter root","Portulacaceae"
"LETR2","","LETR2","Lewisia triphylla","threeleaf lewisia","Portulacaceae"
"LETR2","CLTR2","CLTR2","Claytonia triphylla","",""
"LETR2","ERTR15","ERTR15","Erocallis triphylla","",""
"LEYMU","","LEYMU","Leymus","wildrye","Poaceae"
"LEAM","","LEAM","Leymus ambiguus","Colorado wildrye","Poaceae"
"LEAM","ELAM2","ELAM2","Elymus ambiguus","",""
"LEAM","ELVI5","ELVI5","Elymus villiflorus","",""
"LEAM","LEINA","LEINA","Leymus innovatus ssp. ambiguus","",""
"LECI4","","LECI4","Leymus cinereus","basin wildrye","Poaceae"
"LECI4","ANPI6","ANPI6","Aneurolepidium piperi","",""
"LECI4","ELCI2","ELCI2","Elymus cinereus","",""
"LECI4","ELCIP","ELCIP","Elymus cinereus var. pubens","",""
"LECI4","ELCOP","ELCOP","Elymus condensatus var. pubens","",""
"LECI4","ELPI2","ELPI2","Elymus piperi","",""
"LEIN6","","LEIN6","Leymus innovatus","downy ryegrass","Poaceae"
"LEIN6","ELBR8","ELBR8","Elymus brownii","",""
"LEIN6","ELIN4","ELIN4","Elymus innovatus","",""
"LEIN6","ELING","ELING","Elymus innovatus var. glabratus","",""
"LEIN6","ELINV","ELINV","Elymus innovatus var. velutinus","",""
"LEIN6","LEVE4","LEVE4","Leymus velutinus","",""
"LESA4","","LESA4","Leymus salinus","Salina wildrye","Poaceae"
"LESAS","","LESAS","Leymus salinus ssp. salinus","Salina wildrye","Poaceae"
"LESAS","ELAMS","ELAMS","Elymus ambiguus var. strigosus","",""
"LESAS","ELAMS3","ELAMS3","Elymus ambiguus var. salinus","",""
"LESAS","ELSA","ELSA","Elymus salinus","",""
"LESAS","ELST7","ELST7","Elymus strigosus","",""
"LESI5","","LESI5","Leymus simplex","alkali wildrye","Poaceae"
"LESI5","ELSI2","ELSI2","Elymus simplex","",""
"LESI5","ELSIL","ELSIL","Elymus simplex var. luxurians","",""
"LESI5","ELTRS4","ELTRS4","Elymus triticoides ssp. simplex","",""
"LESI5","ELTRS5","ELTRS5","Elymus triticoides var. simplex","",""
"LESI5","LESIL","LESIL","Leymus simplex var. luxurians","",""
"LETR5","","LETR5","Leymus triticoides","beardless wildrye","Poaceae"
"LETR5","ELCOT","ELCOT","Elymus condensatus var. triticoides","",""
"LETR5","ELOR2","ELOR2","Elymus orcuttianus","",""
"LETR5","ELTR3","ELTR3","Elymus triticoides","",""
"LETR5","ELTRP","ELTRP","Elymus triticoides var. pubescens","",""
"LIATR","","LIATR","Liatris","blazing star","Asteraceae"
"LILA","","LILA","Liatris lancifolia","lanceleaf blazing star","Asteraceae"
"LILA","LALA10","LALA10","Lacinaria lancifolia","",""
"LILA","LIKA2","LIKA2","Liatris kansana","",""
"LILI","","LILI","Liatris ligulistylis","Rocky Mountain blazing star","Asteraceae"
"LILI","LALI3","LALI3","Lacinaria ligulistylis","",""
"LIPU","","LIPU","Liatris punctata","dotted blazing star","Asteraceae"
"LIPUP","","LIPUP","Liatris punctata var. punctata","dotted blazing star","Asteraceae"
"LIPUP","LAPU8","LAPU8","Lacinaria punctata","",""
"LIPUP","LIPUN","LIPUN","Liatris punctata var. nebraskana","",""
"LIPUP","LIPUT","LIPUT","Liatris punctata var. typica","",""
"LISQ","","LISQ","Liatris squarrosa","scaly blazing star","Asteraceae"
"LISQG","","LISQG","Liatris squarrosa var. glabrata","scaly blazing star","Asteraceae"
"LISQG","LIGL4","LIGL4","Liatris glabrata","",""
"LIGUS","","LIGUS","Ligusticum","licorice-root","Apiaceae"
"LIFI","","LIFI","Ligusticum filicinum","fernleaf licorice-root","Apiaceae"
"LIPO","","LIPO","Ligusticum porteri","Porter's licorice-root","Apiaceae"
"LIPOP","","LIPOP","Ligusticum porteri var. porteri","Porter's licorice-root","Apiaceae"
"LITE2","","LITE2","Ligusticum tenuifolium","Idaho licorice-root","Apiaceae"
"LITE2","LIFIT","LIFIT","Ligusticum filicinum var. tenuifolium","",""
"LIGUS2","","LIGUS2","Ligustrum","privet","Oleaceae"
"LIVU","","LIVU","Ligustrum vulgare","European privet","Oleaceae"
"LILIU","","LILIU","Lilium","lily","Liliaceae"
"LIPH","","LIPH","Lilium philadelphicum","wood lily","Liliaceae"
"LIPHA","","LIPHA","Lilium philadelphicum var. andinum","wood lily","Liliaceae"
"LIPHA","LIAN7","LIAN7","Lilium andinum","",""
"LIPHA","LIMO6","LIMO6","Lilium montanum","",""
"LIPHA","LIPHM","LIPHM","Lilium philadelphicum var. montanum","",""
"LIPHA","LIUM2","LIUM2","Lilium umbellatum","",""
"LIMOS","","LIMOS","Limosella","mudwort","Scrophulariaceae"
"LIAQ","","LIAQ","Limosella aquatica","water mudwort","Scrophulariaceae"
"LINAN2","","LINAN2","Linanthus","linanthus","Polemoniaceae"
"LICA36","","LICA36","Linanthus caespitosus","mat prickly phlox","Polemoniaceae"
"LICA36","LECA6","LECA6","Leptodactylon caespitosum","",""
"LIPU11","","LIPU11","Linanthus pungens","granite prickly phlox","Polemoniaceae"
"LIPU11","GIHA3","GIHA3","Gilia hallii","",""
"LIPU11","GIPU4","GIPU4","Gilia pungens","",""
"LIPU11","GIPUH","GIPUH","Gilia pungens var. hookeri","",""
"LIPU11","LEHA5","LEHA5","Leptodactylon hazeliae","",""
"LIPU11","LELI4","LELI4","Leptodactylon lilacinum","",""
"LIPU11","LEPU","LEPU","Leptodactylon pungens","",""
"LIPU11","LEPUB","LEPUB","Leptodactylon pungens ssp. brevifolium","",""
"LIPU11","LEPUE","LEPUE","Leptodactylon pungens ssp. eupungens","",""
"LIPU11","LEPUH","LEPUH","Leptodactylon pungens ssp. hallii","",""
"LIPU11","LEPUH2","LEPUH2","Leptodactylon pungens ssp. hookeri","",""
"LIPU11","LEPUH3","LEPUH3","Leptodactylon pungens ssp. hazeliae","",""
"LIPU11","LEPUH4","LEPUH4","Leptodactylon pungens var. hallii","",""
"LIPU11","LEPUH5","LEPUH5","Leptodactylon pungens var. hookeri","",""
"LIPU11","LEPUP","LEPUP","Leptodactylon pungens ssp. pulchriflorum","",""
"LIPU11","LEPUS","LEPUS","Leptodactylon pungens ssp. squarrosum","",""
"LIWA4","","LIWA4","Linanthus watsonii","Watson's prickly phlox","Polemoniaceae"
"LIWA4","LEWA","LEWA","Leptodactylon watsonii","",""
"LINAR","","LINAR","Linaria","toadflax","Scrophulariaceae"
"LIDA","","LIDA","Linaria dalmatica","Dalmatian toadflax","Scrophulariaceae"
"LIDAD","","LIDAD","Linaria dalmatica ssp. dalmatica","Dalmatian toadflax","Scrophulariaceae"
"LIDAD","LIGED","LIGED","Linaria genistifolia ssp. dalmatica","",""
"LIDAD","LIJA3","LIJA3","Linaria jattae","",""
"LIVU2","","LIVU2","Linaria vulgaris","butter and eggs","Scrophulariaceae"
"LIVU2","LILI6","LILI6","Linaria linaria","",""
"LINDE","","LINDE","Lindernia","false pimpernel","Scrophulariaceae"
